epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
0,0.22152998,0.0592757,0.9387182913641064,1e-04,0.08686438,0.9245118,0.433162,0.048620023,0.6946610689163208,0.094599806,0.7013261
1,0.58092743,0.063812785,0.7425184716533512,1e-04,0.13283543,0.7537864,0.8851767,0.048464775,0.6755505561828613,0.068902,0.037536543
2,0.76563984,0.068680756,0.6659312193079775,1e-04,0.2091508,0.6484054,0.9009929,0.048665322,0.6598006367683411,0.13770688,0.049520858
3,0.8397159,0.07103132,0.6308636037480364,1e-04,0.2908438,0.5982287,0.89506125,0.04904585,0.6440199851989746,0.17439249,0.08513156
4,0.8808567,0.07246011,0.6082782236282511,1e-04,0.3854805,0.56968874,0.88892007,0.049181335,0.6325692296028137,0.17479888,0.10650146
5,0.90306795,0.07406724,0.5908867095288857,1e-04,0.47547272,0.55585176,0.91126204,0.049006652,0.6143515467643738,0.2182686,0.049068402
6,0.9156974,0.07557822,0.5772880061241231,1e-04,0.55164325,0.55216706,0.9175747,0.048787493,0.5984465718269348,0.21496443,0.020865237
7,0.9235232,0.07685313,0.5661858114483518,1e-04,0.61188763,0.549457,0.9189565,0.048738986,0.5840056896209717,0.25238705,0.019473061
8,0.9283194,0.07805118,0.5571490483776106,1e-04,0.65538853,0.551156,0.9210308,0.0483713,0.5694986462593079,0.15779386,0.0042983433
9,0.9297343,0.07918754,0.5519630563216702,1e-04,0.66839284,0.55328757,0.9209384,0.04833404,0.5592811584472657,0.23412162,0.008039816
10,0.9311819,0.081073776,0.5436487013334905,1e-04,0.68245775,0.55539197,0.9221308,0.047853872,0.5477265238761901,0.14982818,0.0012645598
11,0.9343768,0.08223145,0.5333365876479506,1e-04,0.7170017,0.5628857,0.9222291,0.0478907,0.5400579690933227,0.21444528,0.0016706112
12,0.9365241,0.083985925,0.5247458126197082,1e-04,0.7395301,0.56787467,0.92250377,0.04812751,0.5362301945686341,0.5027174,0.0064388136
13,0.9380765,0.08499641,0.5174432895361741,1e-04,0.75695544,0.56949854,0.92340493,0.049528547,0.525167989730835,0.7448998,0.023510372
14,0.9391684,0.08653626,0.510516165838547,1e-04,0.76899797,0.57316893,0.9258405,0.051875375,0.515929353237152,0.8578031,0.06890111
15,0.9402475,0.088279136,0.5034429560352475,1e-04,0.7806151,0.57692295,0.93062454,0.056825865,0.5080153107643127,0.8740817,0.17254281
16,0.9411098,0.09005448,0.49663928384458467,1e-04,0.78976023,0.58199555,0.93440247,0.062066577,0.5009803771972656,0.87277836,0.2595016
17,0.94204617,0.09154349,0.49001392966063423,1e-04,0.80041116,0.5820956,0.93900657,0.07301687,0.4952888607978821,0.83419204,0.42827395
18,0.94283766,0.0933836,0.4834990432466052,1e-04,0.80878574,0.587204,0.9407411,0.078880586,0.4883333325386047,0.8358313,0.4745696
19,0.9435375,0.09472966,0.4771073326945729,1e-04,0.8178191,0.5831861,0.93941766,0.08637823,0.48851423859596255,0.78815526,0.5557392
20,0.94428563,0.096360475,0.4707903919270879,1e-04,0.8277173,0.5826698,0.9392691,0.09054538,0.48440817594528196,0.78234076,0.56999165
21,0.94474655,0.09761673,0.4647949606286249,1e-04,0.8350062,0.5788071,0.93711495,0.09409939,0.48582351207733154,0.7514239,0.59845585
22,0.94362503,0.09697821,0.46137381671162264,1e-04,0.8254204,0.55976665,0.939857,0.08690288,0.47038836479187013,0.8084383,0.5173964
23,0.9440121,0.09791222,0.45461986190059434,1e-04,0.8345297,0.54709876,0.93309647,0.09651263,0.4782662868499756,0.7086447,0.6068031
24,0.9448125,0.09950647,0.4478592479144127,1e-04,0.84249663,0.5566183,0.94055223,0.0926915,0.45915931463241577,0.8011944,0.55251986
